cow_id,timestamp,age_months,ambient_temp_celsius,humidity_percent,health_status,temperature_celsius,heart_rate_bpm,activity_score,rumination_minutes_day,feed_intake_kg_day,water_intake_liters_day,respiration_rate_bpm
cow_001,2025-01-10 18:00:00,86,29.6,68.1,healthy,38.5,69,5,470,16.2,80.9,29
cow_001,2025-01-11 00:00:00,86,27.4,51.4,healthy,39.0,61,5,365,14.7,84.0,25
cow_001,2025-01-11 06:00:00,86,29.7,59.9,healthy,38.8,65,10,434,15.4,74.6,30
cow_001,2025-01-11 12:00:00,86,20.3,56.1,healthy,38.4,61,8,466,14.2,77.6,28
cow_001,2025-01-11 18:00:00,86,28.9,60.1,healthy,38.1,70,5,392,17.5,90.7,20
cow_001,2025-01-12 00:00:00,86,20.1,65.0,healthy,38.9,66,6,436,12.0,86.0,33
cow_001,2025-01-12 06:00:00,86,21.8,53.1,healthy,38.6,75,7,390,16.7,95.9,18
cow_001,2025-01-12 12:00:00,86,25.4,75.7,healthy,38.2,67,8,453,15.1,67.6,26
cow_001,2025-01-12 18:00:00,86,25.8,77.9,healthy,38.6,70,7,461,14.7,70.1,25
cow_001,2025-01-13 00:00:00,86,25.2,72.8,healthy,38.5,67,8,455,18.4,75.5,25
cow_001,2025-01-13 06:00:00,86,24.8,50.4,healthy,38.9,65,10,472,16.0,78.5,27
cow_001,2025-01-13 12:00:00,86,21.9,56.0,healthy,38.9,71,4,374,13.5,106.9,24
cow_001,2025-01-13 18:00:00,86,28.2,62.6,healthy,38.6,60,8,323,13.8,93.5,25
cow_001,2025-01-14 00:00:00,86,26.7,59.5,healthy,38.3,61,6,405,19.1,80.9,29
cow_001,2025-01-14 06:00:00,86,27.8,55.8,healthy,39.0,61,7,481,17.7,74.2,27
cow_001,2025-01-14 12:00:00,86,28.2,74.4,healthy,38.8,63,8,353,17.6,95.2,28
cow_001,2025-01-14 18:00:00,86,27.9,77.9,healthy,38.6,56,7,461,13.8,71.1,21
cow_001,2025-01-15 00:00:00,86,29.3,69.9,healthy,37.8,64,6,459,12.6,73.3,29
cow_001,2025-01-15 06:00:00,86,27.5,53.1,healthy,38.8,58,6,316,15.9,73.7,28
cow_001,2025-01-15 12:00:00,86,23.0,79.4,healthy,38.8,69,9,350,18.6,72.5,21
cow_001,2025-01-15 18:00:00,86,27.9,65.3,healthy,38.7,70,6,362,12.4,92.5,25
cow_001,2025-01-16 00:00:00,86,24.6,53.1,healthy,38.4,69,9,428,12.5,55.5,25
cow_001,2025-01-16 06:00:00,86,22.2,54.1,healthy,39.0,68,7,398,14.8,65.5,25
cow_001,2025-01-16 12:00:00,86,29.2,78.8,healthy,38.7,68,9,466,16.9,74.7,25
cow_001,2025-01-16 18:00:00,86,27.4,65.6,healthy,38.4,60,5,393,12.8,66.7,24
cow_001,2025-01-17 00:00:00,86,22.7,75.1,healthy,38.1,53,6,454,14.6,85.1,25
cow_001,2025-01-17 06:00:00,86,24.0,53.3,healthy,38.6,68,10,346,16.2,70.8,23
cow_001,2025-01-17 12:00:00,86,20.5,72.4,healthy,38.2,61,6,417,14.8,86.9,26
cow_001,2025-01-17 18:00:00,86,29.7,56.2,healthy,38.7,68,7,451,15.6,81.8,22
cow_001,2025-01-18 00:00:00,86,21.1,51.4,healthy,38.3,56,8,250,17.2,86.7,20
cow_001,2025-01-18 06:00:00,86,27.6,69.3,healthy,38.4,59,7,313,9.3,97.5,27
cow_001,2025-01-18 12:00:00,86,24.5,72.2,healthy,38.8,66,4,384,19.3,81.9,24
cow_001,2025-01-18 18:00:00,86,23.0,71.2,healthy,38.5,74,6,340,12.9,82.4,28
cow_001,2025-01-19 00:00:00,86,27.8,64.5,healthy,38.8,71,6,468,17.4,85.5,24
cow_001,2025-01-19 06:00:00,86,23.2,64.5,healthy,38.9,62,6,358,14.7,74.2,25
cow_001,2025-01-19 12:00:00,86,29.7,53.6,healthy,38.4,71,7,500,16.5,79.7,28
cow_001,2025-01-19 18:00:00,86,20.1,72.7,healthy,38.5,67,7,382,15.3,87.1,27
cow_001,2025-01-20 00:00:00,86,26.8,58.1,healthy,38.1,68,4,447,14.0,60.0,32
cow_001,2025-01-20 06:00:00,86,21.3,62.0,healthy,38.4,67,6,303,15.0,79.8,27
cow_001,2025-01-20 12:00:00,86,24.3,74.2,healthy,38.5,66,5,420,14.4,74.8,26
cow_001,2025-01-20 18:00:00,86,23.7,66.5,healthy,38.5,70,9,361,16.0,74.3,23
cow_001,2025-01-21 00:00:00,86,28.0,60.2,healthy,38.2,69,7,372,14.2,74.7,22
cow_001,2025-01-21 06:00:00,86,27.0,73.6,healthy,38.5,57,6,433,15.0,93.1,21
cow_001,2025-01-21 12:00:00,86,28.8,64.3,healthy,38.4,74,7,315,15.7,73.0,32
cow_001,2025-01-21 18:00:00,86,23.4,52.4,healthy,38.5,69,8,399,14.6,72.8,31
cow_001,2025-01-22 00:00:00,86,21.4,51.2,healthy,38.1,74,6,374,19.2,109.9,23
cow_001,2025-01-22 06:00:00,86,28.6,58.1,healthy,39.2,62,4,373,15.5,86.7,25
cow_001,2025-01-22 12:00:00,86,21.8,68.2,healthy,38.3,75,8,338,14.0,79.9,26
cow_001,2025-01-22 18:00:00,86,24.4,51.0,healthy,38.1,69,7,404,17.9,89.9,27
cow_001,2025-01-23 00:00:00,86,26.3,64.9,healthy,38.6,67,5,389,14.2,77.5,25
cow_001,2025-01-23 06:00:00,86,24.1,66.7,healthy,38.7,70,8,456,14.9,61.7,28
cow_001,2025-01-23 12:00:00,86,20.8,53.4,healthy,38.8,57,8,472,15.9,93.4,26
cow_001,2025-01-23 18:00:00,86,20.8,60.8,healthy,38.6,63,7,441,17.2,80.0,26
cow_001,2025-01-24 00:00:00,86,23.4,55.9,healthy,38.6,66,6,408,18.0,83.3,27
cow_001,2025-01-24 06:00:00,86,29.9,68.0,healthy,38.5,59,9,467,12.9,74.5,22
cow_001,2025-01-24 12:00:00,86,27.7,66.1,healthy,38.5,77,7,373,17.9,65.4,30
cow_001,2025-01-24 18:00:00,86,23.5,78.3,healthy,38.5,61,7,417,10.8,78.2,27
cow_001,2025-01-25 00:00:00,86,26.8,54.2,healthy,38.6,63,7,432,12.7,55.2,23
cow_001,2025-01-25 06:00:00,86,25.6,55.9,healthy,38.3,64,9,417,16.2,92.5,25
cow_001,2025-01-25 12:00:00,86,20.7,71.7,healthy,38.2,62,4,337,13.8,75.2,26
cow_001,2025-01-25 18:00:00,86,22.8,60.1,healthy,38.8,73,6,428,15.5,69.9,25
cow_001,2025-01-26 00:00:00,86,22.2,51.9,healthy,38.1,71,8,379,16.3,77.6,27
cow_001,2025-01-26 06:00:00,86,26.0,50.5,healthy,38.3,61,8,423,16.1,110.5,20
cow_001,2025-01-26 12:00:00,86,25.3,74.3,healthy,38.4,62,6,438,15.5,99.9,25
cow_001,2025-01-26 18:00:00,86,29.8,73.5,healthy,38.1,68,7,390,16.8,77.5,20
cow_001,2025-01-27 00:00:00,86,24.4,57.5,healthy,37.9,69,8,341,12.4,94.4,24
cow_001,2025-01-27 06:00:00,86,28.2,52.4,healthy,38.9,63,8,326,13.2,78.1,23
cow_001,2025-01-27 12:00:00,86,25.9,70.5,healthy,38.1,72,8,477,14.4,107.3,26
cow_001,2025-01-27 18:00:00,86,27.1,59.3,healthy,38.6,67,7,401,14.3,74.6,27
cow_001,2025-01-28 00:00:00,86,22.9,59.7,healthy,38.5,64,10,339,17.0,82.5,24
cow_001,2025-01-28 06:00:00,86,23.2,65.0,healthy,38.6,64,6,459,14.2,72.6,25
cow_001,2025-01-28 12:00:00,86,22.6,69.1,healthy,38.2,74,8,301,13.3,66.1,26
cow_001,2025-01-28 18:00:00,86,28.6,50.1,healthy,38.6,73,7,414,9.7,90.9,22
cow_001,2025-01-29 00:00:00,86,20.4,54.3,healthy,38.7,67,7,398,16.0,76.7,27
cow_001,2025-01-29 06:00:00,86,23.7,68.6,healthy,38.6,69,7,408,11.7,65.3,26
cow_001,2025-01-29 12:00:00,86,27.1,50.1,healthy,38.1,67,6,354,14.2,63.2,20
cow_001,2025-01-29 18:00:00,86,23.4,73.9,healthy,38.9,67,7,380,17.0,80.1,25
cow_001,2025-01-30 00:00:00,86,26.3,69.4,healthy,38.1,64,9,458,17.0,70.9,28
cow_001,2025-01-30 06:00:00,86,22.3,67.2,healthy,38.7,70,8,445,18.9,71.0,23
cow_001,2025-01-30 12:00:00,86,25.5,55.6,healthy,38.5,67,6,420,13.7,74.2,26
cow_001,2025-01-30 18:00:00,86,24.1,55.2,healthy,38.9,64,8,392,14.9,71.6,17
cow_002,2025-01-01 00:00:00,29,22.8,52.1,healthy,39.0,68,8,427,14.7,96.4,29
cow_002,2025-01-01 06:00:00,29,29.1,72.8,healthy,38.3,59,5,334,18.5,88.6,24
cow_002,2025-01-01 12:00:00,29,20.5,63.8,healthy,37.8,65,5,340,19.7,78.8,28
cow_002,2025-01-01 18:00:00,29,23.4,50.5,healthy,38.6,57,10,385,18.7,87.8,22
cow_002,2025-01-02 00:00:00,29,28.5,68.6,healthy,39.0,64,6,388,14.0,63.6,25
cow_002,2025-01-02 06:00:00,29,23.6,60.0,healthy,38.8,69,4,351,15.5,82.2,20
cow_002,2025-01-02 12:00:00,29,26.9,65.9,healthy,38.8,70,6,392,15.8,80.5,29
cow_002,2025-01-02 18:00:00,29,26.8,74.0,healthy,38.5,74,8,487,18.8,76.3,26
cow_002,2025-01-03 00:00:00,29,28.4,65.8,healthy,38.6,63,5,392,14.5,72.6,24
cow_002,2025-01-03 06:00:00,29,29.9,72.6,healthy,38.6,66,8,320,14.1,73.8,24
cow_002,2025-01-03 12:00:00,29,20.7,57.5,healthy,38.3,61,7,385,16.1,72.7,29
cow_002,2025-01-03 18:00:00,29,20.4,53.2,healthy,38.1,68,9,317,17.0,83.6,28
cow_002,2025-01-04 00:00:00,29,20.5,54.5,healthy,37.9,64,7,415,17.4,92.4,25
cow_002,2025-01-04 06:00:00,29,27.5,65.4,healthy,39.1,70,8,414,15.5,70.5,27
cow_002,2025-01-04 12:00:00,29,21.4,65.3,healthy,38.8,64,7,386,16.7,91.4,25
cow_002,2025-01-04 18:00:00,29,29.8,53.3,healthy,38.4,64,9,500,14.8,74.6,27
cow_002,2025-01-05 00:00:00,29,28.2,59.0,healthy,38.4,80,8,441,15.9,77.0,29
cow_002,2025-01-05 06:00:00,29,28.0,60.3,healthy,39.3,61,6,436,16.1,88.8,27
cow_002,2025-01-05 12:00:00,29,25.0,65.1,healthy,38.7,58,7,411,13.3,82.8,26
cow_002,2025-01-05 18:00:00,29,25.5,74.7,healthy,38.6,64,8,370,13.8,79.5,24
cow_002,2025-01-06 00:00:00,29,29.7,73.2,healthy,38.7,63,7,420,15.4,71.8,25
cow_002,2025-01-06 06:00:00,29,28.9,51.9,healthy,38.2,59,6,371,9.0,95.3,24
cow_002,2025-01-06 12:00:00,29,25.1,75.8,healthy,38.5,63,7,373,14.3,82.1,26
cow_002,2025-01-06 18:00:00,29,26.2,73.3,healthy,38.5,70,6,448,15.1,79.5,25
cow_002,2025-01-07 00:00:00,29,22.6,50.6,healthy,38.4,64,4,500,13.8,82.3,23
cow_002,2025-01-07 06:00:00,29,27.1,77.7,healthy,37.9,65,7,475,11.0,66.8,25
cow_002,2025-01-07 12:00:00,29,26.8,59.7,healthy,38.3,69,8,369,10.7,82.0,21
cow_002,2025-01-07 18:00:00,29,25.8,71.5,healthy,38.4,58,6,500,14.3,83.7,21
cow_002,2025-01-08 00:00:00,29,24.0,57.6,healthy,38.5,61,8,431,15.7,71.5,23
cow_002,2025-01-08 06:00:00,29,24.8,55.4,healthy,37.9,62,7,450,12.9,52.7,25
cow_002,2025-01-08 12:00:00,29,27.2,52.9,healthy,38.5,63,10,409,13.6,83.1,30
cow_002,2025-01-08 18:00:00,29,27.4,73.1,healthy,38.6,71,5,407,19.4,78.4,26
cow_002,2025-01-09 00:00:00,29,25.8,76.2,healthy,38.6,65,6,382,16.4,94.3,24
cow_002,2025-01-09 06:00:00,29,24.8,71.4,healthy,38.5,63,7,388,17.3,86.5,19
cow_002,2025-01-09 12:00:00,29,23.9,54.2,healthy,38.6,61,6,410,15.5,89.7,21
cow_002,2025-01-09 18:00:00,29,20.0,64.0,healthy,38.7,68,7,311,12.2,79.2,25
cow_002,2025-01-10 00:00:00,29,21.9,51.6,healthy,38.2,76,7,320,15.4,83.4,25
cow_002,2025-01-10 06:00:00,29,27.1,50.5,healthy,38.1,61,6,367,15.1,81.4,23
cow_002,2025-01-10 12:00:00,29,20.2,56.3,healthy,38.5,60,4,358,19.3,76.5,21
cow_002,2025-01-10 18:00:00,29,29.3,78.0,healthy,38.4,68,6,392,14.2,83.3,23
cow_002,2025-01-11 00:00:00,29,25.3,63.7,healthy,38.3,67,6,403,16.7,63.0,27
cow_002,2025-01-11 06:00:00,29,23.2,72.0,healthy,38.9,60,8,352,17.0,73.9,26
cow_002,2025-01-11 12:00:00,29,22.2,54.6,healthy,38.6,70,6,363,15.3,90.5,27
cow_002,2025-01-11 18:00:00,29,26.1,76.3,healthy,38.7,55,10,401,16.7,85.2,25
cow_002,2025-01-12 00:00:00,29,20.7,67.9,healthy,38.0,70,5,368,17.0,88.1,26
cow_002,2025-01-12 06:00:00,29,22.2,75.1,healthy,38.8,65,8,421,16.5,85.4,26
cow_002,2025-01-12 12:00:00,29,22.2,66.2,healthy,38.6,67,6,400,13.1,80.0,23
cow_002,2025-01-12 18:00:00,29,28.9,65.6,healthy,38.6,60,5,339,15.6,72.3,25
cow_002,2025-01-13 00:00:00,29,24.8,76.6,healthy,38.9,60,4,450,14.2,64.1,25
cow_002,2025-01-13 06:00:00,29,28.3,69.9,healthy,39.2,66,7,380,14.2,78.3,28
cow_002,2025-01-13 12:00:00,29,26.9,55.6,healthy,38.6,64,8,411,15.3,65.3,24
cow_002,2025-01-13 18:00:00,29,27.2,74.7,healthy,38.5,66,7,310,16.8,85.9,23
cow_002,2025-01-14 00:00:00,29,21.6,60.5,healthy,38.1,62,5,366,15.1,88.0,26
cow_002,2025-01-14 06:00:00,29,21.3,50.1,healthy,38.4,69,5,478,16.1,87.4,28
cow_002,2025-01-14 12:00:00,29,25.9,63.1,healthy,38.0,62,7,437,17.1,84.0,23
cow_002,2025-01-14 18:00:00,29,21.3,56.2,healthy,38.5,67,4,434,12.9,97.1,26
cow_002,2025-01-15 00:00:00,29,29.1,60.5,healthy,38.7,69,8,456,13.1,90.6,22
cow_002,2025-01-15 06:00:00,29,29.5,55.5,healthy,38.2,64,6,432,14.7,78.3,27
cow_002,2025-01-15 12:00:00,29,24.7,73.5,healthy,37.9,63,7,389,16.2,77.0,28
cow_002,2025-01-15 18:00:00,29,26.4,67.1,healthy,38.7,67,7,381,14.9,62.7,25
cow_002,2025-01-16 00:00:00,29,22.9,72.9,healthy,38.3,68,9,418,11.3,84.1,27
cow_002,2025-01-16 06:00:00,29,20.3,72.3,healthy,38.7,68,5,351,14.5,67.7,24
cow_002,2025-01-16 12:00:00,29,23.6,55.1,healthy,38.5,56,6,329,16.5,85.2,24
cow_002,2025-01-16 18:00:00,29,23.8,66.8,healthy,38.1,69,8,346,16.6,89.4,22
cow_002,2025-01-17 00:00:00,29,23.2,57.6,healthy,38.3,68,8,449,18.4,70.3,29
cow_002,2025-01-17 06:00:00,29,24.2,63.3,healthy,38.6,66,7,338,16.9,82.7,27
cow_002,2025-01-17 12:00:00,29,20.3,59.6,healthy,38.4,67,10,480,14.3,67.1,22
cow_002,2025-01-17 18:00:00,29,29.0,73.4,healthy,38.4,59,7,374,15.2,86.0,22
cow_002,2025-01-18 00:00:00,29,20.5,65.6,healthy,38.6,67,7,456,15.1,76.9,25
cow_002,2025-01-18 06:00:00,29,29.0,76.0,healthy,38.3,66,6,333,15.1,87.5,30
cow_002,2025-01-18 12:00:00,29,20.0,52.6,healthy,39.1,70,8,409,15.0,73.7,24
cow_002,2025-01-18 18:00:00,29,23.0,63.4,healthy,39.2,69,8,396,16.5,79.1,21
cow_002,2025-01-19 00:00:00,29,23.1,66.7,healthy,38.6,65,4,367,15.9,82.8,26
cow_002,2025-01-19 06:00:00,29,20.4,61.0,healthy,38.6,57,9,442,19.0,85.9,24
cow_002,2025-01-19 12:00:00,29,24.6,68.4,healthy,38.2,64,7,485,12.1,84.2,24
cow_002,2025-01-19 18:00:00,29,29.3,61.6,healthy,38.4,62,7,417,15.0,79.3,32
cow_002,2025-01-20 00:00:00,29,28.4,52.6,sick,39.5,80,2,268,5.0,67.0,40
cow_002,2025-01-20 06:00:00,29,21.8,69.1,sick,39.5,80,3,250,5.0,61.5,33
cow_002,2025-01-20 12:00:00,29,27.8,77.5,sick,39.5,80,4,289,9.2,59.5,38
cow_002,2025-01-20 18:00:00,29,23.6,56.8,sick,39.5,80,1,250,10.5,53.9,35
cow_002,2025-01-21 00:00:00,29,21.1,58.7,sick,39.5,80,2,305,6.6,58.0,40
cow_002,2025-01-21 06:00:00,29,29.0,72.7,sick,39.2,72,4,308,5.0,55.1,40
cow_002,2025-01-21 12:00:00,29,24.6,53.1,sick,39.5,80,1,250,9.1,68.9,40
cow_002,2025-01-21 18:00:00,29,29.0,55.1,sick,39.5,80,3,250,5.0,61.9,40
cow_002,2025-01-22 00:00:00,29,22.1,59.8,sick,39.5,80,5,267,7.3,79.6,40
cow_002,2025-01-22 06:00:00,29,20.4,67.9,sick,39.5,80,1,310,8.7,64.3,40
cow_002,2025-01-22 12:00:00,29,25.4,75.9,sick,39.5,80,2,276,5.0,71.0,40
cow_002,2025-01-22 18:00:00,29,23.1,69.3,sick,39.5,80,1,322,8.4,67.9,40
cow_002,2025-01-23 00:00:00,29,28.5,71.7,sick,39.5,80,3,250,6.6,69.1,39
cow_002,2025-01-23 06:00:00,29,28.5,56.0,sick,39.5,77,3,250,6.5,54.3,40
cow_002,2025-01-23 12:00:00,29,23.6,71.0,sick,39.5,80,2,266,6.6,66.4,40
cow_002,2025-01-23 18:00:00,29,22.7,59.5,sick,39.5,80,3,250,7.2,54.7,40
cow_002,2025-01-24 00:00:00,29,28.5,63.5,healthy,38.1,61,5,419,17.3,75.8,23
cow_002,2025-01-24 06:00:00,29,22.4,72.3,healthy,38.6,73,8,315,15.6,71.3,30
cow_002,2025-01-24 12:00:00,29,26.6,76.7,healthy,38.6,66,6,442,13.8,77.3,29
cow_002,2025-01-24 18:00:00,29,25.5,58.0,healthy,38.7,75,9,466,15.2,87.9,25
cow_002,2025-01-25 00:00:00,29,20.9,78.6,healthy,38.8,69,9,481,13.8,85.7,25
cow_002,2025-01-25 06:00:00,29,24.3,51.4,healthy,38.4,57,7,276,16.9,80.6,25
cow_002,2025-01-25 12:00:00,29,29.5,64.6,healthy,38.4,64,7,411,14.0,91.3,24
cow_002,2025-01-25 18:00:00,29,20.3,67.6,healthy,38.7,67,6,445,16.4,77.8,30
cow_002,2025-01-26 00:00:00,29,24.4,50.7,healthy,38.0,58,7,343,12.5,97.1,25
cow_002,2025-01-26 06:00:00,29,25.4,69.9,healthy,38.2,71,6,353,13.4,89.8,22
cow_002,2025-01-26 12:00:00,29,28.5,64.4,healthy,38.4,69,5,364,11.5,89.3,29
cow_002,2025-01-26 18:00:00,29,23.1,67.3,healthy,38.7,58,7,498,14.3,90.6,28
cow_002,2025-01-27 00:00:00,29,26.2,52.6,healthy,38.6,65,6,397,13.4,72.2,27
cow_002,2025-01-27 06:00:00,29,25.6,66.8,healthy,38.1,58,7,323,17.9,84.1,28
cow_002,2025-01-27 12:00:00,29,22.6,65.9,healthy,38.7,65,8,392,13.8,77.7,24
cow_002,2025-01-27 18:00:00,29,21.8,67.3,healthy,38.8,63,9,345,13.9,73.8,26
cow_002,2025-01-28 00:00:00,29,22.6,64.7,healthy,38.8,66,8,394,12.6,92.4,23
cow_002,2025-01-28 06:00:00,29,25.4,57.7,healthy,38.8,53,9,439,16.4,78.5,25
cow_002,2025-01-28 12:00:00,29,28.7,66.5,healthy,38.5,68,8,367,12.5,78.9,24
cow_002,2025-01-28 18:00:00,29,28.4,62.5,healthy,38.2,66,5,500,15.4,81.7,25
cow_002,2025-01-29 00:00:00,29,22.1,71.9,healthy,39.1,58,7,307,15.5,94.2,24
cow_002,2025-01-29 06:00:00,29,21.0,79.7,healthy,38.6,63,7,373,11.6,103.0,22
cow_002,2025-01-29 12:00:00,29,21.1,67.5,healthy,38.8,66,9,418,10.9,60.4,28
cow_002,2025-01-29 18:00:00,29,23.0,51.4,healthy,38.4,74,5,393,16.5,94.1,25
cow_002,2025-01-30 00:00:00,29,20.6,63.7,healthy,38.5,64,9,376,13.4,81.9,21
cow_002,2025-01-30 06:00:00,29,24.6,73.9,healthy,38.5,72,3,375,15.8,82.7,24
cow_002,2025-01-30 12:00:00,29,27.2,64.0,healthy,38.8,67,9,425,16.6,86.0,25
cow_002,2025-01-30 18:00:00,29,22.2,76.5,healthy,38.0,77,5,349,12.3,86.0,24
cow_003,2025-01-01 00:00:00,66,27.7,64.5,healthy,38.5,60,7,382,12.7,78.9,27
cow_003,2025-01-01 06:00:00,66,28.9,61.5,healthy,38.4,62,8,380,15.5,85.1,23
cow_003,2025-01-01 12:00:00,66,23.8,74.3,healthy,38.6,61,8,359,15.6,78.0,30
cow_003,2025-01-01 18:00:00,66,29.5,74.2,healthy,38.4,64,7,450,12.4,78.4,24
cow_003,2025-01-02 00:00:00,66,20.6,75.8,healthy,38.4,74,8,265,14.8,73.4,30
cow_003,2025-01-02 06:00:00,66,22.4,69.9,healthy,38.4,60,7,409,18.3,73.3,24
cow_003,2025-01-02 12:00:00,66,28.5,51.3,healthy,37.9,71,8,386,16.6,82.0,26
cow_003,2025-01-02 18:00:00,66,21.2,79.0,healthy,39.0,63,10,476,16.4,80.6,25
cow_003,2025-01-03 00:00:00,66,26.6,51.0,healthy,38.8,72,7,386,13.4,71.0,31
cow_003,2025-01-03 06:00:00,66,22.6,75.7,healthy,37.9,65,7,368,14.5,78.4,28
cow_003,2025-01-03 12:00:00,66,23.5,67.2,healthy,38.3,66,8,429,15.0,75.0,28
cow_003,2025-01-03 18:00:00,66,24.9,52.7,healthy,38.8,76,6,439,12.7,80.7,26
cow_003,2025-01-04 00:00:00,66,26.4,77.8,healthy,38.9,71,5,391,15.1,93.0,25
cow_003,2025-01-04 06:00:00,66,23.0,70.8,healthy,38.9,58,5,431,15.4,90.2,22
cow_003,2025-01-04 12:00:00,66,21.4,53.5,healthy,38.8,68,6,393,14.4,72.4,19
cow_003,2025-01-04 18:00:00,66,25.1,51.2,healthy,38.0,63,5,364,16.1,77.0,20
cow_003,2025-01-05 00:00:00,66,20.9,56.3,healthy,38.2,74,9,396,11.4,82.1,23
cow_003,2025-01-05 06:00:00,66,20.8,72.6,healthy,38.6,70,6,468,16.1,90.9,29
cow_003,2025-01-05 12:00:00,66,22.2,65.6,healthy,38.9,59,6,452,9.7,78.6,23
cow_003,2025-01-05 18:00:00,66,21.2,70.8,healthy,38.1,59,4,429,15.9,74.7,28
cow_003,2025-01-06 00:00:00,66,21.1,50.7,healthy,38.4,64,10,463,17.0,90.9,23
cow_003,2025-01-06 06:00:00,66,20.4,60.4,healthy,38.1,65,5,341,14.1,82.5,24
cow_003,2025-01-06 12:00:00,66,20.5,69.3,healthy,38.4,68,8,359,13.5,91.8,22
cow_003,2025-01-06 18:00:00,66,24.1,71.5,healthy,38.4,62,6,455,20.0,83.1,23
cow_003,2025-01-07 00:00:00,66,27.1,75.9,healthy,38.2,61,9,444,14.7,85.3,25
